#@seed 814
#@graphSize 100
#@graphDepth 34
#@sdComp 0.1
#@sdComm 0.1
#@CCR 0.1
#@nbproc 3
#@minmk 38.2638

prio;cost;placement;desc;BIM;ins;bsa;makespan;time
0;1;0;1;0;0;1;1.0;28.41
0;1;0;1;0;1;0;1.0;30.13
6;1;0;1;0;1;1;1.0;36.09
0;1;0;1;0;0;0;1.0;36.1
6;1;0;1;0;0;0;1.0;44.46
0;1;0;1;0;1;1;1.0;44.7
6;1;0;1;0;1;0;1.0;47.72
6;1;0;1;0;0;1;1.0;57.42
0;4;5;2;1;0;0;0.9946;126.9
0;4;5;1;1;1;0;0.9946;140.23
0;4;5;2;1;1;0;0.9946;141.64
0;3;5;1;1;1;1;0.9946;141.85
0;3;5;2;1;1;0;0.9946;142.13
0;3;5;1;1;1;0;0.9946;145.5
0;3;5;2;1;0;1;0.9946;150.65
0;3;5;1;1;0;0;0.9946;150.78
0;3;5;1;1;0;1;0.9946;152.28
0;3;5;2;1;0;0;0.9946;152.98
0;4;5;2;1;1;1;0.9946;154.13
0;4;5;1;1;0;0;0.9946;157.51
0;4;5;1;1;1;1;0.9946;158.52
0;4;5;1;1;0;1;0.9946;172.42
0;3;5;2;1;1;1;0.9946;174.73
0;4;5;2;1;0;1;0.9946;179.95
0;0;5;0;1;1;0;0.9895;151.74
0;0;5;0;1;1;1;0.9895;157.01
0;0;5;0;1;0;1;0.9895;163.76
0;0;5;0;1;0;0;0.9895;180.92
2;0;1;1;0;1;0;0.9884;93.89
2;0;1;1;0;0;0;0.9884;106.78
2;0;1;1;0;1;1;0.9884;113.06
2;0;1;1;0;0;1;0.9884;124.0
0;1;5;0;1;0;0;0.9852;170.67
0;1;5;0;1;1;1;0.9852;175.12
0;1;5;0;1;1;0;0.9852;179.76
0;1;5;0;1;0;1;0.9852;180.3
0;2;0;1;0;1;0;0.9846;37.92
0;5;0;1;0;1;1;0.9846;39.72
6;5;0;1;0;1;0;0.9846;41.5
6;2;0;1;0;1;0;0.9846;42.99
0;5;0;1;0;1;0;0.9846;43.07
0;2;0;1;0;1;1;0.9846;51.55
6;5;0;1;0;1;1;0.9846;57.53
6;2;0;1;0;1;1;0.9846;58.19
0;0;4;1;0;0;1;0.9838;97.1
0;0;4;1;0;1;0;0.9838;101.97
0;3;4;1;0;1;1;0.9838;103.9
0;3;4;1;0;1;0;0.9838;103.92
0;3;4;1;0;0;1;0.9838;108.71
0;4;4;1;0;0;0;0.9838;109.69
0;4;4;1;0;1;1;0.9838;113.7
0;0;4;1;0;0;0;0.9838;115.16
0;0;4;1;0;1;1;0.9838;115.95
0;3;4;1;0;0;0;0.9838;119.99
0;4;4;1;0;0;1;0.9838;121.2
0;4;4;1;0;1;0;0.9838;127.31
0;5;5;2;1;1;0;0.9826;139.11
0;2;5;2;1;1;0;0.9826;142.71
0;2;5;1;1;0;0;0.9826;142.86
0;5;5;1;1;0;0;0.9826;143.03
0;2;5;2;1;0;0;0.9826;145.4
0;5;5;2;1;0;1;0.9826;145.54
0;2;5;1;1;0;1;0.9826;146.23
0;5;5;1;1;1;0;0.9826;148.07
0;5;5;1;1;1;1;0.9826;153.98
0;2;5;1;1;1;0;0.9826;154.11
0;5;5;2;1;1;1;0.9826;155.19
0;2;5;2;1;1;1;0.9826;155.31
0;2;5;2;1;0;1;0.9826;157.58
0;2;5;1;1;1;1;0.9826;159.98
0;5;5;2;1;0;0;0.9826;160.06
0;5;5;1;1;0;1;0.9826;168.46
0;0;5;2;1;1;0;0.9825;135.45
0;0;5;1;1;1;0;0.9825;137.29
0;0;5;1;1;0;1;0.9825;145.09
0;0;5;2;1;1;1;0.9825;147.48
0;0;5;2;1;0;1;0.9825;153.73
0;0;5;2;1;0;0;0.9825;158.47
0;0;5;1;1;1;1;0.9825;163.88
0;0;5;1;1;0;0;0.9825;165.91
0;2;4;0;0;0;1;0.9813;117.02
0;2;4;0;0;0;0;0.9813;120.63
0;5;4;0;0;0;0;0.9813;134.87
0;5;4;0;0;0;1;0.9813;138.0
0;5;4;0;0;1;0;0.9813;142.54
0;5;4;0;0;1;1;0.9813;143.3
0;2;4;0;0;1;0;0.9813;144.1
0;2;4;0;0;1;1;0.9813;148.79
6;0;5;1;1;1;0;0.9812;149.42
6;0;5;2;1;0;1;0.9812;153.29
6;0;5;2;1;1;0;0.9812;153.52
6;0;5;1;1;1;1;0.9812;160.54
6;0;5;1;1;0;1;0.9812;163.99
6;0;5;1;1;0;0;0.9812;167.28
6;0;5;2;1;1;1;0.9812;171.68
6;0;5;2;1;0;0;0.9812;177.3
2;0;0;1;0;1;0;0.9801;52.43
2;0;0;1;0;0;0;0.9801;54.11
2;0;0;1;0;0;1;0.9801;61.97
2;0;0;1;0;1;1;0.9801;63.89
5;1;5;0;1;0;0;0.9793;174.01
5;1;5;0;1;1;0;0.9793;187.86
5;1;5;0;1;1;1;0.9793;203.99
5;1;5;0;1;0;1;0.9793;221.64
0;3;5;0;1;0;0;0.9773;164.59
0;3;5;0;1;1;1;0.9773;166.06
0;3;5;0;1;1;0;0.9773;171.69
0;4;5;0;1;1;0;0.9773;178.54
0;4;5;0;1;0;0;0.9773;180.03
0;3;5;0;1;0;1;0.9773;180.85
0;4;5;0;1;0;1;0.9773;205.78
0;4;5;0;1;1;1;0.9773;224.21
6;4;4;1;0;1;0;0.9764;113.55
6;3;4;1;0;1;1;0.9764;115.17
6;3;4;1;0;1;0;0.9764;126.61
6;4;4;1;0;1;1;0.9764;140.54
0;1;5;1;1;0;1;0.9756;128.06
0;1;5;2;1;0;0;0.9756;136.7
0;1;5;1;1;1;0;0.9756;141.51
0;1;5;2;1;0;1;0.9756;142.82
0;1;5;1;1;1;1;0.9756;148.64
0;1;5;1;1;0;0;0.9756;154.18
0;1;5;2;1;1;1;0.9756;155.99
0;1;5;2;1;1;0;0.9756;158.15
0;2;5;0;1;1;0;0.9745;153.25
0;2;5;0;1;0;0;0.9745;153.85
0;5;5;0;1;0;1;0.9745;171.01
0;2;5;0;1;0;1;0.9745;174.21
0;2;5;0;1;1;1;0.9745;180.27
0;5;5;0;1;1;0;0.9745;183.43
0;5;5;0;1;1;1;0.9745;190.34
0;5;5;0;1;0;0;0.9745;192.7
5;1;5;1;1;0;0;0.9717;137.18
5;1;5;2;1;0;1;0.9717;149.06
5;1;5;2;1;0;0;0.9717;149.68
5;1;5;1;1;1;0;0.9717;151.6
5;1;5;2;1;1;1;0.9717;153.06
5;1;5;2;1;1;0;0.9717;156.45
5;1;5;1;1;0;1;0.9717;160.52
5;1;5;1;1;1;1;0.9717;160.7
0;5;0;1;0;0;0;0.9713;35.47
0;2;0;1;0;0;0;0.9713;37.62
6;2;0;1;0;0;0;0.9713;41.05
6;5;0;1;0;0;0;0.9713;41.31
0;5;0;1;0;0;1;0.9713;41.33
0;2;0;1;0;0;1;0.9713;49.41
6;2;0;1;0;0;1;0.9713;57.11
6;5;0;1;0;0;1;0.9713;61.59
0;0;0;1;0;1;0;0.9712;31.36
0;0;0;1;0;0;0;0.9712;31.91
0;0;0;1;0;1;1;0.9712;34.69
0;0;0;1;0;0;1;0.9712;45.9
6;0;0;1;0;0;0;0.9712;51.64
6;0;0;1;0;0;1;0.9712;55.09
6;0;0;1;0;1;0;0.9712;59.47
6;0;0;1;0;1;1;0.9712;61.82
0;3;0;1;0;0;0;0.9699;25.7
0;3;0;1;0;1;0;0.9699;31.07
0;3;0;1;0;0;1;0.9699;32.42
0;4;0;1;0;1;0;0.9699;34.07
0;4;0;1;0;0;0;0.9699;34.54
0;4;0;1;0;0;1;0.9699;37.05
0;4;0;1;0;1;1;0.9699;39.46
6;3;0;1;0;0;0;0.9699;40.32
6;4;0;1;0;0;0;0.9699;43.22
6;4;0;1;0;0;1;0.9699;44.21
0;3;0;1;0;1;1;0.9699;47.75
6;4;0;1;0;1;0;0.9699;49.43
6;3;0;1;0;1;0;0.9699;51.65
6;3;0;1;0;0;1;0.9699;54.01
6;4;0;1;0;1;1;0.9699;56.26
6;3;0;1;0;1;1;0.9699;59.08
0;1;4;0;0;1;0;0.9693;123.88
0;1;4;0;0;0;0;0.9693;127.33
0;1;4;0;0;0;1;0.9693;144.03
0;1;4;0;0;1;1;0.9693;145.0
5;4;5;0;1;1;0;0.9693;166.57
5;4;5;0;1;0;0;0.9693;177.75
5;3;5;0;1;0;1;0.9693;180.79
5;4;5;0;1;0;1;0.9693;186.85
5;3;5;0;1;0;0;0.9693;187.49
5;3;5;0;1;1;0;0.9693;190.62
5;3;5;0;1;1;1;0.9693;191.11
5;4;5;0;1;1;1;0.9693;197.9
5;0;5;0;1;1;0;0.9692;170.58
5;0;5;0;1;1;1;0.9692;182.97
5;0;5;0;1;0;0;0.9692;184.98
5;0;5;0;1;0;1;0.9692;190.74
2;0;1;0;0;1;1;0.9687;118.55
2;0;1;0;0;1;0;0.9687;120.36
2;0;1;0;0;0;0;0.9687;127.01
2;0;1;0;0;0;1;0.9687;138.2
5;5;5;0;1;0;1;0.9687;151.27
