#@seed 2824
#@graphSize 50
#@graphDepth 8
#@sdComp 0.1
#@sdComm 10.0
#@CCR 10
#@nbproc 3
#@minmk 44.6308

prio;cost;placement;desc;BIM;ins;bsa;makespan;time
6;4;0;2;0;1;0;1.0;10.81
0;3;0;2;0;1;0;1.0;11.45
0;3;0;2;0;1;1;1.0;14.79
6;3;0;2;0;1;0;1.0;14.92
6;4;0;2;0;1;1;1.0;15.57
0;4;0;2;0;1;0;1.0;16.07
6;3;0;2;0;1;1;1.0;16.92
0;4;0;2;0;1;1;1.0;17.75
0;3;2;2;1;1;0;0.9944;13.65
6;4;2;2;0;1;0;0.9944;13.94
0;3;2;2;0;1;1;0.9944;15.12
0;4;2;2;0;1;0;0.9944;15.48
0;4;2;2;1;1;0;0.9944;15.55
6;4;2;2;1;1;1;0.9944;15.56
0;3;2;2;0;1;0;0.9944;15.71
6;4;2;2;0;1;1;0.9944;15.76
6;3;2;2;0;1;1;0.9944;17.22
0;3;2;2;1;1;1;0.9944;17.66
6;3;2;2;0;1;0;0.9944;17.88
0;4;2;2;0;1;1;0.9944;18.23
6;3;2;2;1;1;0;0.9944;18.32
6;4;2;2;1;1;0;0.9944;18.46
0;4;2;2;1;1;1;0.9944;20.09
6;3;2;2;1;1;1;0.9944;22.52
0;2;0;2;0;1;0;0.9761;10.29
6;0;0;2;0;1;0;0.9761;11.45
6;2;0;2;0;1;0;0.9761;11.51
0;0;0;2;0;1;0;0.9761;13.1
6;0;0;2;0;1;1;0.9761;15.0
0;5;0;2;0;1;0;0.9761;15.17
6;2;0;2;0;1;1;0.9761;15.25
0;2;0;2;0;1;1;0.9761;15.74
6;1;0;2;0;1;0;0.9761;15.77
0;1;0;2;0;1;0;0.9761;15.89
0;1;0;2;0;1;1;0.9761;16.97
0;0;0;2;0;1;1;0.9761;17.39
6;5;0;2;0;1;1;0.9761;17.84
6;5;0;2;0;1;0;0.9761;18.06
0;5;0;2;0;1;1;0.9761;19.63
6;1;0;2;0;1;1;0.9761;22.2
0;1;2;2;0;1;0;0.9707;8.99
0;0;2;2;1;1;0;0.9707;9.22
6;5;2;2;1;1;0;0.9707;9.76
6;2;2;2;1;1;0;0.9707;10.59
0;2;2;2;1;1;0;0.9707;11.15
0;0;2;2;1;1;1;0.9707;11.31
0;1;2;2;1;1;0;0.9707;11.95
6;0;2;2;0;1;0;0.9707;12.19
0;2;2;2;0;1;0;0.9707;12.86
6;0;2;2;1;1;0;0.9707;12.99
6;0;2;2;1;1;1;0.9707;13.88
0;1;2;2;0;1;1;0.9707;13.9
0;5;2;2;1;1;0;0.9707;14.65
0;0;2;2;0;1;0;0.9707;14.8
0;5;2;2;0;1;0;0.9707;15.9
6;1;2;2;0;1;1;0.9707;16.05
6;2;2;2;0;1;0;0.9707;16.07
6;2;2;2;1;1;1;0.9707;17.05
0;1;2;2;1;1;1;0.9707;17.54
6;1;2;2;0;1;0;0.9707;17.73
0;0;2;2;0;1;1;0.9707;17.76
6;1;2;2;1;1;1;0.9707;17.81
0;2;2;2;1;1;1;0.9707;17.83
6;5;2;2;0;1;0;0.9707;18.14
0;5;2;2;0;1;1;0.9707;18.18
6;5;2;2;1;1;1;0.9707;18.43
6;1;2;2;1;1;0;0.9707;18.44
6;0;2;2;0;1;1;0.9707;19.01
0;5;2;2;1;1;1;0.9707;19.48
0;2;2;2;0;1;1;0.9707;20.42
6;2;2;2;0;1;1;0.9707;21.95
6;5;2;2;0;1;1;0.9707;21.98
6;4;4;2;0;1;1;0.9005;33.88
6;3;4;2;0;1;0;0.9005;38.6
6;0;4;2;0;1;1;0.9005;41.89
6;2;4;2;0;1;0;0.9005;42.34
6;4;4;2;0;1;0;0.9005;42.85
6;2;4;2;0;1;1;0.9005;44.46
