#@seed 582
#@graphSize 30
#@graphDepth 5
#@sdComp 1
#@sdComm 0.1
#@CCR 1
#@nbproc 3
#@minmk 6.1214

prio;cost;placement;desc;BIM;ins;bsa;makespan;time
0;4;5;2;1;1;0;1.0;9.44
6;4;5;1;1;1;0;1.0;11.02
0;3;5;2;1;1;1;1.0;11.17
0;4;5;1;1;1;1;1.0;11.29
6;4;5;2;1;1;0;1.0;11.34
0;3;5;1;1;1;1;1.0;12.32
6;4;5;1;1;1;1;1.0;13.36
6;3;5;2;1;1;0;1.0;14.41
6;3;5;2;1;1;1;1.0;14.98
0;4;5;2;1;1;1;1.0;15.39
0;4;5;1;1;1;0;1.0;15.9
6;4;5;2;1;1;1;1.0;16.21
0;3;5;1;1;1;0;1.0;16.25
6;3;5;1;1;1;0;1.0;16.6
6;3;5;1;1;1;1;1.0;17.74
0;3;5;2;1;1;0;1.0;20.5
2;0;1;1;0;1;0;0.9528;4.8
2;0;1;1;0;1;1;0.9528;7.56
2;0;1;0;0;1;0;0.9443;4.95
2;0;1;0;0;1;1;0.9443;5.5
2;0;0;1;0;1;1;0.9356;3.93
2;0;0;1;0;1;0;0.9356;4.01
4;3;5;1;1;1;0;0.9188;6.83
3;3;5;1;1;1;0;0.9188;7.32
3;4;5;2;1;1;0;0.9188;7.86
4;3;5;1;1;1;1;0.9188;7.98
4;4;5;2;1;1;0;0.9188;8.76
3;3;5;2;1;1;1;0.9188;10.78
3;4;5;2;1;1;1;0.9188;11.02
3;4;5;1;1;1;0;0.9188;11.26
3;4;5;1;1;1;1;0.9188;12.28
4;4;5;1;1;1;1;0.9188;12.43
3;3;5;2;1;1;0;0.9188;12.47
4;3;5;2;1;1;0;0.9188;13.0
3;3;5;1;1;1;1;0.9188;13.14
4;4;5;1;1;1;0;0.9188;13.33
4;4;5;2;1;1;1;0.9188;15.54
4;3;5;2;1;1;1;0.9188;18.51
4;5;0;1;1;0;1;0.9142;6.21
4;2;4;1;1;0;0;0.9142;6.31
4;5;0;1;1;1;1;0.9142;6.48
4;1;0;1;1;1;1;0.9142;6.52
4;2;0;1;1;1;0;0.9142;6.57
4;5;5;1;0;0;0;0.9142;6.78
4;0;0;1;1;1;1;0.9142;7.17
4;5;0;1;1;0;0;0.9142;7.28
4;2;0;1;1;0;1;0.9142;7.32
4;2;0;1;1;0;0;0.9142;7.33
4;5;0;1;1;1;0;0.9142;7.43
4;3;5;1;0;0;1;0.9142;7.44
4;4;5;1;0;1;0;0.9142;7.44
4;5;5;1;0;0;1;0.9142;7.78
4;3;5;1;0;1;0;0.9142;7.88
4;0;0;1;1;1;0;0.9142;7.96
4;4;4;1;1;0;1;0.9142;8.08
4;0;4;1;1;0;1;0.9142;8.12
4;1;0;1;1;0;1;0.9142;8.16
4;1;4;1;1;1;1;0.9142;8.2
4;2;4;1;1;1;1;0.9142;8.35
4;4;4;1;1;1;0;0.9142;8.49
4;0;0;1;1;0;0;0.9142;8.54
4;2;4;1;1;0;1;0.9142;8.59
4;1;4;1;1;1;0;0.9142;8.65
4;4;5;1;0;1;1;0.9142;8.71
4;1;0;1;1;1;0;0.9142;8.86
4;3;0;1;1;1;1;0.9142;9.01
4;3;0;1;1;0;1;0.9142;9.27
4;5;4;1;1;1;1;0.9142;9.28
4;4;4;1;1;0;0;0.9142;9.3
4;4;0;1;1;1;1;0.9142;9.57
4;3;0;1;1;0;0;0.9142;9.58
4;5;4;1;1;1;0;0.9142;9.8
4;0;4;1;1;0;0;0.9142;9.84
4;0;5;1;0;0;0;0.9142;10.6
4;1;5;1;0;0;0;0.9142;10.78
4;4;0;1;1;0;0;0.9142;10.9
