#@seed 480
#@graphSize 15
#@graphDepth 2
#@sdComp 1
#@sdComm 1.0
#@CCR 10
#@nbproc 3
#@minmk 8.9739

prio;cost;placement;desc;BIM;ins;bsa;makespan;time
3;4;2;2;1;1;0;1.0;0.78
3;1;2;2;1;1;0;1.0;0.8
3;3;2;2;0;1;0;1.0;0.83
3;1;2;2;1;1;1;1.0;0.99
3;5;2;2;0;1;1;1.0;1.39
3;0;2;2;1;1;0;1.0;1.51
3;3;2;2;1;1;0;1.0;1.51
3;1;2;2;0;1;0;1.0;1.52
3;2;2;2;1;1;0;1.0;1.58
3;0;2;2;0;1;0;1.0;1.61
3;4;2;2;1;1;1;1.0;1.65
3;4;2;2;0;1;0;1.0;1.75
3;2;2;2;0;1;0;1.0;1.82
3;5;2;2;1;1;0;1.0;1.82
3;1;2;2;0;1;1;1.0;1.85
3;3;2;2;1;1;1;1.0;1.85
3;5;2;2;0;1;0;1.0;1.86
3;2;2;2;1;1;1;1.0;1.88
3;0;2;2;0;1;1;1.0;1.91
3;3;2;2;0;1;1;1.0;1.94
3;0;2;2;1;1;1;1.0;1.96
3;4;2;2;0;1;1;1.0;2.0
3;5;2;2;1;1;1;1.0;2.08
3;2;2;2;0;1;1;1.0;2.27
2;0;1;2;0;1;0;0.8617;1.19
2;0;1;2;0;1;1;0.8617;1.85
2;0;2;2;0;1;0;0.8617;2.04
2;0;2;2;0;1;1;0.8617;2.41
2;0;2;2;1;1;0;0.8617;2.67
2;0;2;2;1;1;1;0.8617;3.24
5;0;0;1;0;1;0;0.7326;0.61
5;0;0;1;0;1;1;0.7326;0.73
5;0;0;0;0;1;1;0.7326;0.98
0;0;0;1;0;1;0;0.7326;1.0
0;0;0;1;0;1;1;0.7326;1.07
5;0;0;1;0;0;0;0.7326;1.14
6;1;0;1;0;1;0;0.7326;1.16
0;1;0;1;0;1;0;0.7326;1.17
0;1;0;0;0;1;0;0.7326;1.37
0;0;0;0;0;1;0;0.7326;1.4
6;1;0;1;0;1;1;0.7326;1.41
5;0;0;1;0;0;1;0.7326;1.44
6;0;0;1;0;1;0;0.7326;1.45
5;0;0;0;0;0;0;0.7326;1.53
5;0;0;0;0;1;0;0.7326;1.57
0;1;0;0;0;1;1;0.7326;1.63
0;0;0;0;0;1;1;0.7326;1.65
6;1;0;0;0;1;1;0.7326;1.82
6;0;0;0;0;1;0;0.7326;1.84
6;0;0;1;0;1;1;0.7326;1.86
5;0;0;0;0;0;1;0.7326;1.87
6;1;0;0;0;1;0;0.7326;1.87
6;0;0;0;0;1;1;0.7326;2.2
0;1;0;1;0;1;1;0.7326;3.06
1;2;4;0;0;0;0;0.7288;2.12
1;5;4;0;0;0;0;0.7288;2.17
1;2;4;0;0;1;0;0.7288;2.23
1;1;4;0;0;0;0;0.7288;2.24
1;1;4;0;0;0;1;0.7288;2.29
1;1;4;0;0;1;1;0.7288;2.37
1;5;4;0;0;1;0;0.7288;2.66
1;5;4;0;0;0;1;0.7288;2.78
1;2;4;0;0;0;1;0.7288;2.83
1;5;4;0;0;1;1;0.7288;2.94
1;1;4;0;0;1;0;0.7288;3.11
1;0;5;0;1;0;0;0.7288;3.29
1;2;5;0;1;0;0;0.7288;3.36
1;0;5;0;1;0;1;0.7288;3.55
1;2;5;0;1;0;1;0.7288;3.63
1;2;5;0;1;1;0;0.7288;3.92
1;5;5;0;1;0;1;0.7288;3.93
1;0;4;0;0;0;0;0.7288;3.97
1;0;5;0;1;1;1;0.7288;4.15
1;2;4;0;0;1;1;0.7288;4.37
1;0;4;0;0;1;0;0.7288;4.44
1;0;4;0;0;1;1;0.7288;4.73
1;0;4;0;0;0;1;0.7288;4.76
1;1;5;0;1;0;0;0.7288;4.91
1;0;5;0;1;1;0;0.7288;5.35
1;5;5;0;1;1;0;0.7288;5.42
1;5;5;0;1;1;1;0.7288;5.67
1;1;5;0;1;1;0;0.7288;6.25
1;1;5;0;1;0;1;0.7288;6.33
1;5;5;0;1;0;0;0.7288;6.37
1;4;5;0;1;0;0;0.7288;6.47
1;4;5;0;1;1;0;0.7288;6.69
1;3;5;0;1;1;0;0.7288;6.84
1;4;5;0;1;0;1;0.7288;6.88
1;1;5;0;1;1;1;0.7288;6.89
1;2;5;0;1;1;1;0.7288;6.89
1;4;5;0;1;1;1;0.7288;6.98
1;3;5;0;1;1;1;0.7288;7.05
1;3;5;0;1;0;1;0.7288;7.09
1;3;5;0;1;0;0;0.7288;7.82
0;2;5;0;0;1;1;0.7242;1.97
0;5;5;0;0;1;0;0.7242;2.07
0;5;5;0;0;1;1;0.7242;2.1
5;2;5;0;0;1;1;0.7242;2.14
5;2;5;0;0;1;0;0.7242;2.46
0;2;5;0;0;1;0;0.7242;2.87
0;5;4;0;1;1;0;0.7242;3.29
5;5;5;0;0;1;0;0.7242;3.42
0;5;4;0;1;1;1;0.7242;3.59
0;2;4;0;1;1;0;0.7242;3.61
5;5;4;0;1;1;0;0.7242;3.93
0;2;4;0;1;1;1;0.7242;3.94
5;5;5;0;0;1;1;0.7242;4.05
5;5;4;0;1;1;1;0.7242;5.51
5;2;4;0;1;1;1;0.7242;6.41
5;2;4;0;1;1;0;0.7242;7.39
5;1;0;2;1;1;1;0.7168;1.83
5;1;5;2;0;1;1;0.7168;2.49
5;1;5;2;0;0;1;0.7168;2.77
5;1;5;2;0;0;0;0.7168;2.9
5;1;4;2;1;0;0;0.7168;3.0
5;1;0;2;1;0;0;0.7168;3.03
5;1;0;2;1;1;0;0.7168;3.15
5;1;0;2;1;0;1;0.7168;3.35
5;1;5;2;0;1;0;0.7168;3.71
5;1;4;2;1;1;0;0.7168;4.07
5;1;4;2;1;0;1;0.7168;4.55
5;1;4;2;1;1;1;0.7168;5.64
6;5;4;0;1;1;0;0.7098;3.57
6;2;4;0;1;1;0;0.7098;4.13
6;2;5;0;0;1;1;0.7098;4.17
6;5;4;0;1;1;1;0.7098;4.36
6;2;5;0;0;1;0;0.7098;4.51
6;5;5;0;0;1;0;0.7098;4.56
6;2;4;0;1;1;1;0.7098;4.97
6;5;5;0;0;1;1;0.7098;5.04
1;4;4;1;0;1;0;0.7086;2.35
1;3;4;1;0;1;1;0.7086;2.43
1;4;4;1;0;1;1;0.7086;2.6
1;3;4;1;0;1;0;0.7086;2.75
1;4;4;0;0;1;0;0.7086;3.92
1;4;4;0;0;1;1;0.7086;4.44
1;3;4;0;0;1;1;0.7086;4.79
1;3;4;0;0;1;0;0.7086;5.2
1;0;1;2;1;1;0;0.708;2.08
1;2;1;2;1;1;1;0.708;2.15
1;0;1;2;1;1;1;0.708;2.17
1;3;1;2;1;1;0;0.708;2.27
1;3;1;2;1;1;1;0.708;2.99
1;1;1;2;1;1;0;0.708;3.8
1;5;1;2;1;1;0;0.708;3.8
1;4;1;2;1;1;0;0.708;3.82
1;2;1;2;1;1;0;0.708;4.08
1;5;1;2;1;1;1;0.708;4.12
1;4;1;2;1;1;1;0.708;4.15
1;1;1;2;1;1;1;0.708;4.21
0;1;4;2;0;0;0;0.708;6.71
0;1;4;2;0;1;1;0.708;6.78
0;1;4;2;0;0;1;0.708;7.12
0;1;4;2;0;1;0;0.708;7.99
0;0;1;0;0;1;0;0.7068;0.82
0;0;1;0;0;1;1;0.7068;0.94
6;0;1;0;0;1;0;0.7068;1.39
5;0;1;0;0;1;1;0.7068;1.44
5;0;1;0;0;1;0;0.7068;2.0
6;0;1;0;0;1;1;0.7068;2.07
1;0;5;1;1;0;0;0.7066;2.19
1;0;5;1;1;1;0;0.7066;3.26
1;0;5;2;1;1;1;0.7066;3.65
1;0;5;2;1;1;0;0.7066;3.66
1;0;5;1;1;0;1;0.7066;3.87
1;0;5;2;1;0;0;0.7066;4.25
1;0;5;2;1;0;1;0.7066;4.62
1;0;5;1;1;1;1;0.7066;5.43
6;0;4;0;0;1;0;0.7062;5.17
6;0;4;0;0;1;1;0.7062;5.48
2;0;1;1;0;1;0;0.7058;0.93
2;0;1;1;0;1;1;0.7058;1.06
2;0;1;0;0;1;0;0.7058;1.16
2;0;1;0;0;1;1;0.7058;1.25
4;0;4;1;0;1;0;0.7053;2.3
4;0;4;1;0;0;0;0.7053;2.65
4;1;4;1;0;0;0;0.7053;2.65
0;0;5;2;1;1;0;0.7053;2.68
4;0;4;1;0;0;1;0.7053;2.73
6;0;5;1;1;1;0;0.7053;2.8
5;0;5;2;1;0;1;0.7053;2.85
4;1;4;1;0;1;0;0.7053;2.93
4;0;4;1;0;1;1;0.7053;2.97
0;0;5;2;1;1;1;0.7053;3.07
4;1;4;1;0;0;1;0.7053;3.23
5;0;5;2;1;1;0;0.7053;3.27
6;0;5;2;1;1;0;0.7053;3.28
0;4;5;0;1;0;0;0.7053;3.55
6;0;5;2;1;0;0;0.7053;3.55
0;3;5;0;1;0;0;0.7053;3.59
4;1;4;1;0;1;1;0.7053;3.63
5;3;5;0;1;0;0;0.7053;3.63
0;4;5;0;1;1;0;0.7053;3.71
0;3;5;0;1;1;1;0.7053;3.87
0;0;5;1;1;1;1;0.7053;3.89
5;3;5;0;1;1;1;0.7053;3.96
0;0;5;2;1;0;1;0.7053;4.07
5;4;5;0;1;0;0;0.7053;4.11
0;4;5;0;1;1;1;0.7053;4.13
6;3;5;0;1;0;1;0.7053;4.16
0;4;5;0;1;0;1;0.7053;4.2
5;0;5;2;1;0;0;0.7053;4.27
6;3;5;0;1;0;0;0.7053;4.27
6;0;5;1;1;1;1;0.7053;4.28
6;0;5;2;1;0;1;0.7053;4.32
6;3;5;0;1;1;0;0.7053;4.56
0;0;5;1;1;0;0;0.7053;4.67
6;4;5;0;1;0;0;0.7053;4.68
6;0;5;1;1;0;0;0.7053;4.78
5;0;5;2;1;1;1;0.7053;4.86
0;0;5;1;1;1;0;0.7053;4.93
0;3;5;0;1;0;1;0.7053;4.95
5;0;5;1;1;0;0;0.7053;5.16
6;4;5;0;1;1;0;0.7053;5.18
0;3;5;0;1;1;0;0.7053;5.35
0;0;5;2;1;0;0;0.7053;5.38
5;0;5;1;1;0;1;0.7053;5.47
6;0;5;1;1;0;1;0.7053;5.52
6;0;5;2;1;1;1;0.7053;5.56
6;3;5;0;1;1;1;0.7053;5.64
6;4;5;0;1;0;1;0.7053;5.7
5;0;5;1;1;1;1;0.7053;5.88
0;0;5;1;1;0;1;0.7053;5.95
