#@seed 4302
#@graphSize 100
#@graphDepth 34
#@sdComp 1
#@sdComm 0.01
#@CCR 0.1
#@nbproc 3
#@minmk 18.3921

prio;cost;placement;desc;BIM;ins;bsa;makespan;time
2;0;1;1;0;1;0;1.0;116.56
2;0;1;1;0;1;1;1.0;118.82
2;0;0;0;0;1;1;0.9828;72.66
2;0;0;0;0;1;0;0.9828;78.24
2;0;0;0;0;0;0;0.9816;69.64
2;0;0;0;0;0;1;0.9816;79.62
4;5;0;0;0;1;0;0.9779;39.25
4;5;0;0;0;1;1;0.9779;43.43
4;2;0;0;0;1;0;0.9779;44.53
4;2;0;0;0;1;1;0.9779;48.02
4;1;0;0;0;1;0;0.9779;48.16
4;4;0;0;0;1;0;0.9779;48.75
4;3;0;0;0;1;1;0.9779;49.53
4;0;0;0;0;1;1;0.9779;50.2
4;4;0;0;0;1;1;0.9779;50.49
4;0;0;0;0;1;0;0.9779;51.05
4;1;0;0;0;1;1;0.9779;51.56
4;3;0;0;0;1;0;0.9779;52.94
4;2;0;0;1;1;0;0.9739;103.14
4;5;0;0;1;1;0;0.9739;112.23
4;1;0;0;1;0;0;0.9739;113.28
4;2;0;0;1;1;1;0.9739;114.93
4;4;0;0;1;1;0;0.9739;120.39
4;3;0;0;1;1;1;0.9739;122.15
4;3;0;0;1;0;0;0.9739;123.95
4;1;0;0;1;1;0;0.9739;126.33
4;5;0;0;1;0;0;0.9739;126.42
4;1;0;0;1;1;1;0.9739;128.14
4;5;0;0;1;1;1;0.9739;129.95
4;4;0;0;1;0;1;0.9739;130.18
4;0;0;0;1;0;0;0.9739;132.66
4;4;0;0;1;0;0;0.9739;133.16
4;5;0;0;1;0;1;0.9739;133.97
4;4;0;0;1;1;1;0.9739;134.21
4;3;0;0;1;1;0;0.9739;135.01
4;3;0;0;1;0;1;0.9739;139.0
4;1;0;0;1;0;1;0.9739;139.36
4;0;0;0;1;1;1;0.9739;141.11
4;2;0;0;1;0;0;0.9739;141.77
4;0;0;0;1;0;1;0.9739;143.45
4;2;0;0;1;0;1;0.9739;149.29
4;0;0;0;1;1;0;0.9739;149.99
3;1;0;0;0;0;0;0.9724;47.6
3;1;0;0;0;1;0;0.9724;48.48
3;1;0;0;0;0;1;0.9724;49.19
3;1;0;0;0;1;1;0.9724;61.19
2;0;0;1;0;0;0;0.9724;44.38
2;0;0;1;0;0;1;0.9724;52.76
3;1;0;0;1;0;0;0.9681;132.52
3;1;0;0;1;1;0;0.9681;137.66
3;1;0;0;1;0;1;0.9681;138.0
3;1;0;0;1;1;1;0.9681;145.62
2;0;1;1;0;0;0;0.9673;110.26
2;0;1;1;0;0;1;0.9673;120.82
4;0;0;1;0;1;0;0.9666;26.76
4;5;0;1;0;1;0;0.9666;29.8
4;2;0;1;0;1;0;0.9666;30.34
4;4;0;1;0;1;0;0.9666;31.67
4;4;0;1;0;1;1;0.9666;32.62
4;1;0;1;0;1;1;0.9666;37.85
4;3;0;1;0;1;0;0.9666;38.77
4;3;0;1;0;1;1;0.9666;38.87
4;1;0;1;0;1;0;0.9666;39.53
4;2;0;1;0;1;1;0.9666;46.13
4;5;0;1;0;1;1;0.9666;48.07
4;0;0;1;0;1;1;0.9666;49.83
2;0;1;0;0;0;1;0.9658;112.44
2;0;1;0;0;0;0;0.9658;119.48
2;0;0;1;0;1;0;0.9654;59.4
2;0;0;1;0;1;1;0.9654;67.35
2;0;1;0;0;1;0;0.9649;103.71
2;0;1;0;0;1;1;0.9649;122.35
4;2;4;0;1;1;0;0.961;120.89
4;1;4;0;1;0;0;0.961;122.9
4;1;4;0;1;1;0;0.961;124.21
4;4;5;0;0;0;0;0.961;124.75
4;0;5;0;0;0;0;0.961;127.02
4;5;4;0;1;0;0;0.961;128.69
4;4;5;0;0;0;1;0.961;129.27
4;0;5;0;0;1;1;0.961;129.53
4;2;5;0;0;1;0;0.961;131.27
4;5;5;0;0;0;0;0.961;131.41
4;2;4;0;1;0;0;0.961;131.87
4;1;4;0;1;1;1;0.961;132.39
4;2;5;0;0;0;0;0.961;133.34
4;2;5;0;0;0;1;0.961;138.51
4;0;4;0;1;1;0;0.961;138.7
4;3;4;0;1;0;0;0.961;139.31
4;4;5;0;0;1;0;0.961;139.32
4;0;4;0;1;0;0;0.961;139.34
4;5;4;0;1;1;0;0.961;140.86
4;4;4;0;1;0;1;0.961;142.49
4;1;5;0;0;0;1;0.961;142.61
4;5;5;0;0;1;0;0.961;142.76
4;4;4;0;1;1;0;0.961;142.92
4;4;4;0;1;1;1;0.961;142.94
4;3;4;0;1;1;0;0.961;143.02
4;1;4;0;1;0;1;0.961;143.42
4;3;4;0;1;0;1;0.961;143.43
4;3;5;0;0;0;0;0.961;144.51
4;3;4;0;1;1;1;0.961;144.53
4;1;5;0;0;0;0;0.961;144.88
4;2;4;0;1;0;1;0.961;146.0
4;4;4;0;1;0;0;0.961;146.63
4;5;4;0;1;0;1;0.961;147.54
4;0;5;0;0;0;1;0.961;148.56
4;3;5;0;0;1;0;0.961;151.56
4;5;4;0;1;1;1;0.961;152.27
4;0;4;0;1;0;1;0.961;152.92
4;1;5;0;0;1;0;0.961;153.02
4;0;5;0;0;1;0;0.961;154.7
4;2;5;0;0;1;1;0.961;155.89
4;0;4;0;1;1;1;0.961;156.51
4;2;4;0;1;1;1;0.961;161.3
4;1;5;0;0;1;1;0.961;161.76
4;5;5;0;0;0;1;0.961;167.14
4;5;5;0;0;1;1;0.961;168.16
4;4;5;0;0;1;1;0.961;172.75
4;3;5;0;0;1;1;0.961;175.16
4;3;5;0;0;0;1;0.961;179.75
3;1;4;1;1;0;0;0.9564;105.96
3;1;0;1;1;1;0;0.9564;117.25
3;1;4;1;1;0;1;0.9564;120.44
3;1;0;1;1;0;1;0.9564;120.8
3;1;0;1;1;0;0;0.9564;124.93
3;1;4;1;1;1;0;0.9564;125.12
3;1;5;1;0;1;1;0.9564;128.49
3;1;5;1;0;0;0;0.9564;130.28
3;1;5;1;0;1;0;0.9564;136.8
3;1;0;1;1;1;1;0.9564;139.11
3;1;5;1;0;0;1;0.9564;140.98
3;1;4;1;1;1;1;0.9564;144.41
4;3;0;0;0;0;0;0.9555;33.27
4;4;0;0;0;0;0;0.9555;34.69
4;2;0;0;0;0;0;0.9555;35.38
4;5;0;0;0;0;0;0.9555;40.09
4;1;0;0;0;0;0;0.9555;41.03
4;2;0;0;0;0;1;0.9555;47.56
4;0;0;0;0;0;1;0.9555;52.12
4;0;0;0;0;0;0;0.9555;52.72
4;1;0;0;0;0;1;0.9555;53.7
4;3;0;0;0;0;1;0.9555;55.47
4;4;0;0;0;0;1;0.9555;57.58
4;5;0;0;0;0;1;0.9555;63.16
3;5;0;0;1;1;0;0.9543;120.42
3;2;0;0;1;1;0;0.9543;128.48
3;5;0;0;1;1;1;0.9543;135.02
3;2;0;0;1;1;1;0.9543;166.63
3;2;0;0;1;0;0;0.9541;124.33
3;2;0;0;1;0;1;0.9541;130.96
3;5;0;0;1;0;0;0.9541;140.4
3;5;0;0;1;0;1;0.9541;141.22
3;1;0;1;0;0;0;0.9528;35.99
3;1;0;1;0;1;0;0.9528;39.87
3;1;0;1;0;0;1;0.9528;42.79
3;1;0;1;0;1;1;0.9528;50.55
1;5;4;1;1;1;0;0.9524;85.01
1;3;4;1;1;0;0;0.9524;92.39
1;2;0;1;1;1;0;0.9524;93.99
1;0;0;1;1;1;1;0.9524;95.52
1;1;0;1;1;0;0;0.9524;96.17
1;4;4;1;1;1;0;0.9524;96.83
1;0;4;1;1;1;0;0.9524;97.43
1;0;0;1;1;1;0;0.9524;99.83
1;1;0;1;1;0;1;0.9524;101.6
1;4;0;1;1;1;0;0.9524;101.83
1;2;0;1;1;0;0;0.9524;102.43
1;2;0;1;1;0;1;0.9524;103.08
1;4;0;1;1;0;0;0.9524;103.45
1;5;0;1;1;0;0;0.9524;103.77
1;3;0;1;1;0;0;0.9524;105.35
1;0;0;1;1;0;0;0.9524;105.36
1;1;0;1;1;1;0;0.9524;106.3
1;5;0;1;1;1;0;0.9524;106.98
1;1;4;1;1;0;0;0.9524;107.43
1;2;5;1;0;0;0;0.9524;107.68
1;5;4;1;1;0;0;0.9524;111.03
1;3;4;1;1;1;1;0.9524;111.16
1;0;0;1;1;0;1;0.9524;111.77
1;4;0;1;1;0;1;0.9524;112.8
1;1;4;1;1;0;1;0.9524;113.19
1;2;5;1;0;0;1;0.9524;114.97
1;5;5;1;0;0;0;0.9524;115.52
1;4;4;1;1;1;1;0.9524;116.28
1;5;4;1;1;1;1;0.9524;116.97
1;0;5;1;0;1;1;0.9524;117.54
1;5;4;1;1;0;1;0.9524;118.26
1;3;5;1;0;1;1;0.9524;118.48
1;0;4;1;1;0;0;0.9524;118.8
1;2;4;1;1;0;0;0.9524;119.29
1;5;0;1;1;1;1;0.9524;119.92
1;4;5;1;0;1;0;0.9524;121.01
1;3;0;1;1;0;1;0.9524;121.57
1;2;0;1;1;1;1;0.9524;121.84
1;3;4;1;1;1;0;0.9524;121.93
