#@seed 828
#@graphSize 100
#@graphDepth 34
#@sdComp 0.3
#@sdComm 0.01
#@CCR 0.1
#@nbproc 3
#@minmk 35.6041

prio;cost;placement;desc;BIM;ins;bsa;makespan;time
0;0;5;2;1;0;0;1.0;132.56
0;0;5;1;1;1;0;1.0;134.27
0;0;5;2;1;1;1;1.0;147.62
0;0;5;1;1;0;1;1.0;149.48
0;0;5;1;1;0;0;1.0;164.84
0;0;5;2;1;1;0;1.0;166.36
0;0;5;1;1;1;1;1.0;173.57
0;0;5;2;1;0;1;1.0;188.4
0;4;5;2;1;0;0;0.9999;114.65
0;3;5;2;1;0;0;0.9999;125.46
0;4;5;1;1;0;0;0.9999;125.82
0;4;5;1;1;0;1;0.9999;129.04
0;4;5;1;1;1;0;0.9999;140.63
0;3;5;1;1;0;0;0.9999;146.95
0;3;5;1;1;1;1;0.9999;153.27
0;4;5;2;1;1;0;0.9999;155.48
0;4;5;2;1;1;1;0.9999;155.51
0;3;5;2;1;1;0;0.9999;155.7
0;3;5;2;1;0;1;0.9999;157.85
0;3;5;1;1;1;0;0.9999;160.34
0;3;5;1;1;0;1;0.9999;161.9
0;3;5;2;1;1;1;0.9999;163.19
0;4;5;2;1;0;1;0.9999;163.43
0;4;5;1;1;1;1;0.9999;169.79
0;2;4;1;0;0;0;0.9989;86.22
0;2;4;1;0;0;1;0.9989;100.54
0;2;4;1;0;1;0;0.9989;102.06
0;5;4;1;0;0;0;0.9989;103.54
0;5;4;1;0;1;1;0.9989;103.6
0;2;4;1;0;1;1;0.9989;107.21
0;5;4;1;0;1;0;0.9989;111.91
0;5;4;1;0;0;1;0.9989;122.05
5;1;5;1;1;1;0;0.9986;141.96
5;1;5;2;1;1;1;0.9986;151.61
5;1;5;1;1;1;1;0.9986;152.3
5;1;5;2;1;1;0;0.9986;175.95
5;4;5;1;1;1;1;0.9977;147.7
5;4;5;2;1;1;0;0.9977;158.73
5;4;5;2;1;1;1;0.9977;162.02
5;3;5;2;1;1;1;0.9977;174.03
5;4;5;1;1;1;0;0.9977;180.46
5;3;5;1;1;1;0;0.9977;180.65
5;3;5;1;1;1;1;0.9977;184.21
5;3;5;2;1;1;0;0.9977;184.37
5;1;5;2;1;0;0;0.9953;152.89
5;1;5;2;1;0;1;0.9953;153.07
5;1;5;1;1;0;0;0.9953;156.14
5;1;5;1;1;0;1;0.9953;169.59
5;3;5;2;1;0;0;0.9944;152.68
5;4;5;2;1;0;0;0.9944;158.17
5;4;5;1;1;0;0;0.9944;160.65
5;4;5;2;1;0;1;0.9944;164.39
5;4;5;1;1;0;1;0.9944;170.36
5;3;5;1;1;0;0;0.9944;174.64
5;3;5;1;1;0;1;0.9944;175.31
5;3;5;2;1;0;1;0.9944;182.3
0;0;5;0;1;0;0;0.9928;185.17
0;0;5;0;1;1;1;0.9928;185.55
0;0;5;0;1;1;0;0.9928;188.04
0;0;5;0;1;0;1;0.9928;223.69
6;2;5;0;1;1;1;0.9925;169.53
6;2;5;0;1;1;0;0.9925;184.59
6;5;5;0;1;1;1;0.9925;191.54
6;5;5;0;1;1;0;0.9925;195.1
5;0;5;2;1;1;1;0.9919;145.64
5;0;5;2;1;1;0;0.9919;149.8
5;0;5;1;1;1;0;0.9919;152.27
5;0;5;1;1;1;1;0.9919;152.45
5;1;5;0;1;0;1;0.9912;188.58
5;1;5;0;1;0;0;0.9912;189.36
5;1;5;0;1;1;1;0.9912;197.02
5;1;5;0;1;1;0;0.9912;207.74
0;1;5;1;1;0;0;0.9911;126.23
0;1;5;2;1;0;0;0.9911;135.13
0;1;5;2;1;1;0;0.9911;150.26
0;1;5;1;1;1;0;0.9911;152.0
0;1;5;1;1;1;1;0.9911;159.96
0;1;5;2;1;1;1;0.9911;164.89
0;1;5;1;1;0;1;0.9911;166.78
0;1;5;2;1;0;1;0.9911;177.16
5;0;5;0;1;1;1;0.9887;205.1
5;0;5;0;1;1;0;0.9887;207.54
5;0;5;2;1;0;1;0.9887;136.07
5;0;5;2;1;0;0;0.9887;151.18
5;0;5;1;1;0;0;0.9887;156.92
5;0;5;1;1;0;1;0.9887;157.53
5;0;5;0;1;0;1;0.9853;194.82
5;0;5;0;1;0;0;0.9853;198.5
5;3;4;1;0;1;0;0.985;117.56
5;3;4;1;0;1;1;0.985;125.25
5;4;4;1;0;1;0;0.985;139.57
5;4;4;1;0;1;1;0.985;142.15
5;3;4;1;0;0;0;0.9817;109.47
5;3;4;1;0;0;1;0.9817;123.07
5;4;4;1;0;0;1;0.9817;134.72
5;4;4;1;0;0;0;0.9817;141.42
5;0;4;1;0;1;0;0.981;121.01
5;0;4;1;0;1;1;0.981;149.6
5;2;4;1;0;1;0;0.9795;124.09
