#@seed 1039
#@graphSize 30
#@graphDepth 10
#@sdComp 0.1
#@sdComm 1.0
#@CCR 10
#@nbproc 6
#@minmk 28.3424

prio;cost;placement;desc;BIM;ins;bsa;makespan;time
2;0;3;2;1;1;0;1.0;20.79
2;0;3;2;0;1;0;1.0;21.04
2;0;3;2;1;1;1;1.0;21.68
2;0;3;2;0;1;1;1.0;25.97
1;1;3;2;1;1;0;0.9975;3.28
1;3;3;2;1;1;0;0.9975;3.3
1;5;3;2;0;1;0;0.9975;4.2
1;0;3;2;1;1;0;0.9975;4.48
1;0;3;2;0;1;1;0.9975;4.57
1;0;3;2;1;1;1;0.9975;4.57
1;3;3;2;1;1;1;0.9975;4.84
1;1;3;2;0;1;0;0.9975;4.94
1;4;3;2;0;1;1;0.9975;4.94
1;4;3;2;1;1;0;0.9975;5.0
1;5;3;2;1;1;0;0.9975;5.83
1;4;3;2;0;1;0;0.9975;6.18
1;5;2;2;0;1;1;0.9975;6.46
1;0;3;2;0;1;0;0.9975;6.48
1;2;3;2;0;1;0;0.9975;6.54
1;3;3;2;0;1;0;0.9975;6.68
1;2;3;2;1;1;0;0.9975;6.73
1;4;3;2;1;1;1;0.9975;6.78
1;1;2;2;1;1;0;0.9975;6.8
1;5;2;2;0;1;0;0.9975;7.23
1;3;2;2;1;1;0;0.9975;7.39
1;3;2;2;0;1;0;0.9975;7.46
1;3;3;2;0;1;1;0.9975;7.49
1;3;2;2;1;1;1;0.9975;7.63
1;5;3;2;0;1;1;0.9975;7.69
1;4;2;2;0;1;1;0.9975;7.71
1;3;2;2;0;1;1;0.9975;7.72
1;2;3;2;1;1;1;0.9975;7.82
1;1;3;2;1;1;1;0.9975;7.94
1;2;2;2;1;1;1;0.9975;8.03
1;5;2;2;1;1;1;0.9975;8.36
1;2;3;2;0;1;1;0.9975;8.38
1;5;3;2;1;1;1;0.9975;8.66
1;5;2;2;1;1;0;0.9975;8.77
1;2;2;2;0;1;0;0.9975;9.08
1;1;3;2;0;1;1;0.9975;9.09
1;4;2;2;1;1;0;0.9975;9.16
1;0;2;2;0;1;0;0.9975;9.22
1;4;2;2;0;1;0;0.9975;9.23
1;2;2;2;1;1;0;0.9975;9.34
1;0;2;2;1;1;1;0.9975;9.56
1;1;2;2;0;1;1;0.9975;9.96
1;1;2;2;0;1;0;0.9975;10.17
1;0;2;2;0;1;1;0.9975;10.22
