#@seed 4102
#@graphSize 30
#@graphDepth 10
#@sdComp 1
#@sdComm 10.0
#@CCR 10
#@nbproc 3
#@minmk 35.3199

prio;cost;placement;desc;BIM;ins;bsa;makespan;time
6;0;4;2;0;0;0;1.0;9.31
0;1;4;2;0;1;1;1.0;9.65
6;5;4;2;0;1;1;1.0;9.68
0;2;4;2;0;0;0;1.0;9.86
6;2;4;2;0;0;1;1.0;9.9
0;1;4;2;0;0;0;1.0;10.11
6;0;4;2;0;1;1;1.0;10.84
0;1;4;2;0;1;0;1.0;10.87
6;5;4;2;0;0;0;1.0;11.04
0;2;4;2;0;1;1;1.0;11.4
0;0;4;2;0;0;0;1.0;11.53
6;5;4;2;0;1;0;1.0;11.79
0;2;4;2;0;0;1;1.0;12.67
0;0;4;2;0;1;1;1.0;13.19
6;0;4;2;0;1;0;1.0;13.27
0;0;4;2;0;1;0;1.0;13.35
6;0;4;2;0;0;1;1.0;13.8
6;5;4;2;0;0;1;1.0;13.81
6;2;4;2;0;0;0;1.0;14.14
0;2;4;2;0;1;0;1.0;14.15
6;2;4;2;0;1;0;1.0;14.3
6;1;4;2;0;1;1;1.0;14.55
6;1;4;2;0;0;0;1.0;14.59
0;5;4;2;0;1;1;1.0;14.68
0;5;4;2;0;1;0;1.0;15.1
0;0;4;2;0;0;1;1.0;15.22
0;5;4;2;0;0;0;1.0;15.33
6;1;4;2;0;1;0;1.0;15.33
6;2;4;2;0;1;1;1.0;15.43
6;1;4;2;0;0;1;1.0;15.77
0;5;4;2;0;0;1;1.0;16.7
0;1;4;2;0;0;1;1.0;18.16
2;0;0;2;0;1;0;0.9968;4.26
2;0;0;2;0;1;1;0.9968;9.09
2;0;2;2;0;1;1;0.9968;9.69
2;0;2;2;1;1;1;0.9968;9.95
1;2;0;2;0;1;0;0.9925;2.61
1;4;0;2;0;0;0;0.9925;2.61
1;2;0;2;0;0;0;0.9925;3.17
1;2;0;2;0;0;1;0.9925;3.2
1;4;0;2;0;1;1;0.9925;3.21
1;4;0;2;0;1;0;0.9925;3.24
1;5;0;2;0;0;1;0.9925;3.44
1;5;0;2;0;0;0;0.9925;3.5
1;4;0;2;0;0;1;0.9925;3.56
1;5;0;2;0;1;0;0.9925;4.52
1;0;0;2;0;1;1;0.9925;4.87
1;3;0;2;0;0;0;0.9925;4.9
1;0;0;2;0;0;0;0.9925;4.92
1;1;0;2;0;0;0;0.9925;4.95
1;1;0;2;0;0;1;0.9925;4.99
1;1;0;2;0;1;0;0.9925;4.99
1;0;0;2;0;1;0;0.9925;5.0
1;5;0;2;0;1;1;0.9925;5.05
1;3;0;2;0;1;0;0.9925;5.17
1;2;0;2;0;1;1;0.9925;5.56
1;3;0;2;0;0;1;0.9925;6.01
1;0;0;2;0;0;1;0.9925;6.03
1;1;0;2;0;1;1;0.9925;6.12
1;3;0;2;0;1;1;0.9925;10.09
2;0;1;2;0;1;1;0.9775;8.68
2;0;1;2;0;1;0;0.9775;9.73
4;3;0;2;0;0;0;0.9696;3.2
4;4;0;2;0;0;0;0.9696;3.29
4;5;0;2;0;1;0;0.9696;3.63
4;5;0;2;0;0;1;0.9696;3.92
4;0;0;2;0;0;0;0.9696;4.09
4;3;0;2;0;0;1;0.9696;4.13
4;5;0;2;0;1;1;0.9696;4.17
4;0;0;2;0;0;1;0.9696;4.3
4;5;0;2;0;0;0;0.9696;4.56
4;1;0;2;0;1;1;0.9696;4.6
4;0;0;2;0;1;0;0.9696;4.75
4;1;0;2;0;1;0;0.9696;5.59
4;5;0;2;1;0;0;0.9696;5.67
4;1;0;2;1;0;0;0.9696;5.83
4;1;0;2;0;0;0;0.9696;5.92
4;2;0;2;0;0;0;0.9696;5.93
4;4;0;2;0;1;0;0.9696;6.09
4;4;0;2;1;0;0;0.9696;6.11
4;2;0;2;0;1;0;0.9696;6.12
4;3;0;2;0;1;0;0.9696;6.28
4;5;0;2;1;0;1;0.9696;6.53
4;0;4;2;1;0;0;0.9696;6.58
4;4;4;2;1;1;0;0.9696;6.76
4;1;4;2;1;1;0;0.9696;6.87
4;1;0;2;1;0;1;0.9696;6.92
4;2;4;2;1;0;0;0.9696;7.05
4;2;5;2;0;1;0;0.9696;7.28
4;3;0;2;1;1;1;0.9696;7.3
4;1;0;2;0;0;1;0.9696;7.54
4;2;0;2;0;0;1;0.9696;7.55
4;0;0;2;0;1;1;0.9696;7.56
4;3;0;2;0;1;1;0.9696;7.64
4;4;0;2;0;0;1;0.9696;7.64
4;5;5;2;0;0;0;0.9696;7.75
4;2;4;2;1;1;1;0.9696;7.77
4;2;4;2;1;1;0;0.9696;7.86
4;5;0;2;1;1;0;0.9696;7.91
4;2;0;2;0;1;1;0.9696;7.94
4;3;0;2;1;1;0;0.9696;7.96
4;4;4;2;1;1;1;0.9696;8.09
4;5;5;2;0;1;1;0.9696;8.39
4;1;4;2;1;0;1;0.9696;8.4
4;1;4;2;1;1;1;0.9696;8.64
4;1;5;2;0;0;0;0.9696;8.67
4;4;4;2;1;0;0;0.9696;8.71
4;4;5;2;0;1;1;0.9696;8.73
4;1;4;2;1;0;0;0.9696;8.75
4;2;5;2;0;0;0;0.9696;8.81
4;5;5;2;0;1;0;0.9696;8.87
4;3;0;2;1;0;1;0.9696;9.12
4;0;4;2;1;0;1;0.9696;9.25
4;0;4;2;1;1;1;0.9696;9.29
4;5;0;2;1;1;1;0.9696;9.53
4;3;0;2;1;0;0;0.9696;9.55
4;1;0;2;1;1;0;0.9696;10.08
4;0;4;2;1;1;0;0.9696;10.08
4;0;5;2;0;0;0;0.9696;10.12
4;2;0;2;1;1;0;0.9696;10.31
4;1;5;2;0;1;1;0.9696;10.32
4;2;0;2;1;0;0;0.9696;10.51
4;0;0;2;1;0;0;0.9696;10.57
4;0;0;2;1;1;1;0.9696;10.57
4;1;0;2;1;1;1;0.9696;10.63
4;0;0;2;1;1;0;0.9696;10.77
4;4;0;2;1;1;0;0.9696;10.89
4;4;0;2;0;1;1;0.9696;11.18
