#@seed 2429
#@graphSize 50
#@graphDepth 8
#@sdComp 1
#@sdComm 10.0
#@CCR 10
#@nbproc 6
#@minmk 59.472

prio;cost;placement;desc;BIM;ins;bsa;makespan;time
2;0;1;2;0;1;0;1.0;64.61
2;0;1;2;0;1;1;1.0;73.26
4;2;2;2;1;1;0;0.9195;15.48
4;2;2;2;0;1;0;0.9195;17.15
4;4;2;2;1;1;0;0.9195;18.55
4;1;2;2;0;1;0;0.9195;20.0
4;5;2;2;1;1;0;0.9195;20.43
4;5;2;2;0;1;0;0.9195;20.6
4;2;2;2;1;1;1;0.9195;21.24
4;0;2;2;0;1;0;0.9195;21.43
4;4;2;2;0;1;0;0.9195;21.73
4;1;2;2;1;1;0;0.9195;22.98
4;4;2;2;1;1;1;0.9195;23.34
4;0;2;2;1;1;0;0.9195;23.47
4;3;2;2;1;1;0;0.9195;24.87
4;0;2;2;0;1;1;0.9195;25.14
4;3;2;2;0;1;0;0.9195;27.4
4;3;2;2;0;1;1;0.9195;28.11
4;3;2;2;1;1;1;0.9195;28.61
4;1;2;2;0;1;1;0.9195;29.36
4;0;2;2;1;1;1;0.9195;30.69
4;4;2;2;0;1;1;0.9195;30.86
4;5;2;2;1;1;1;0.9195;31.89
4;5;2;2;0;1;1;0.9195;33.27
4;1;2;2;1;1;1;0.9195;36.12
4;2;2;2;0;1;1;0.9195;36.95
6;0;0;2;0;0;0;0.9182;19.95
6;2;0;2;0;1;0;0.9182;20.86
0;0;0;2;0;1;0;0.9182;20.97
6;5;0;2;0;1;0;0.9182;21.13
6;5;0;2;0;0;0;0.9182;21.65
6;2;0;2;0;0;0;0.9182;21.69
0;2;0;2;0;0;0;0.9182;22.37
6;0;0;2;0;1;0;0.9182;23.48
0;2;0;2;0;1;0;0.9182;25.1
0;0;0;2;0;0;0;0.9182;25.42
0;5;0;2;0;0;0;0.9182;26.12
6;5;0;2;0;1;1;0.9182;26.86
0;5;0;2;0;1;0;0.9182;27.64
6;2;0;2;0;1;1;0.9182;28.73
6;0;0;2;0;0;1;0.9182;30.29
0;2;0;2;0;0;1;0.9182;30.51
0;5;0;2;0;1;1;0.9182;33.15
0;5;0;2;0;0;1;0.9182;33.56
6;0;0;2;0;1;1;0.9182;34.55
6;5;0;2;0;0;1;0.9182;35.03
0;2;0;2;0;1;1;0.9182;35.08
0;0;0;2;0;0;1;0.9182;36.18
